word,day_427,day_428,day_429,day_430
aftertaste,23928,29033,39868,3087
aftertax,67815,65033,69816,78192
afterthought,10880,33044,32244,61444
afterward,376,10468,6489,9224
afterwards,328,6619,2927,5600
afterword,37598,55400,39876,60480
afterworld,75647,70565,74985,70479
ag,16906,12560,12024,4929
aga,5582,46574,24280,12749
agama,40778,19694,56759,59753
agamemnon,48404,62900,66163,24357
agape,7482,2963,29086,21953
agar,21119,28202,32921,6382
agaric,48720,79171,73475,57141
agarose,48807,52648,40592,7436
agarwal,42503,24275,35041,49357
agas,32142,72600,62400,18552
agata,31206,27461,24298,37178
agate,35324,3865,10418,33157
agatha,15759,19218,14007,31518
agave,12441,38767,19291,5723
age,1244,7490,2276,561
agee,60184,81265,66349,73051
ageism,69965,71661,54727,21334
ageist,71859,80222,74359,22219
ageless,39254,31792,22188,803
agen,70744,75547,40972,25462
agency,4913,10866,2482,11856
agenda,1517,11159,10863,42418
agent,8732,11993,2495,1392
ager,79524,66178,30695,46920
ageratum,77571,74568,45453,64082
agers,50515,61171,32161,27445
agger,63081,34047,55590,26595
aggie,8629,17763,22034,54197
aggies,23992,18577,23115,56298
agglomerate,81087,73985,69508,15995
agglomeration,69787,66769,45559,24627
agglutinate,59092,72659,79513,65448
agglutination,46902,31525,68090,53034
aggrandisement,79911,72043,72165,58939
aggrandize,73241,60625,59044,12332
aggrandizement,53381,45771,74519,23441
aggravate,30800,12503,27604,2411
aggravation,30480,32356,39498,13056
aggregate,18234,34494,9924,20527
aggregation,31325,29973,35252,57893
aggregator,25285,20873,28024,49443
aggress,81563,65863,72571,66853
aggression,30063,4724,20297,7493
aggressive,16182,1745,9074,3835
aggressively,22409,12995,15447,6226
aggressiveness,59064,28092,46962,14714
aggressivity,81332,69970,80943,63505
aggressor,65832,17858,19038,4099
aggrieved,32379,35462,59355,53570
aggro,32234,12479,32148,10824
agha,53832,60065,41473,36903
aghast,33031,51579,57386,38192
agile,19368,3492,25965,13320
agility,22395,473,19227,3956
agin,53866,40663,75900,4813
agios,32018,56126,1412,41274
agit,76038,23660,70251,74950
agitate,26499,9970,25188,2929
agitation,32324,8554,28599,13427
agitato,70819,23199,76167,81066
agitator,29666,11754,41087,7621
agitprop,58896,53735,78357,81035
aglow,19256,11765,18957,40767
agnes,10727,6759,4592,33680
agnostic,22767,62916,24485,57458
agnosticism,66205,75610,52347,35637
agnus,30989,49137,69528,5727
ago,2407,4577,2021,10616
agog,48004,44274,57539,70156
agon,38351,70188,59944,26361
agonised,68160,73949,80386,73060
agonising,41729,53186,48310,35291
agonisingly,63425,55520,51545,48564
agonist,37493,55568,46178,28043
agonize,13541,24875,34966,10732
agonizingly,23998,40255,50564,43723
agony,12926,6482,23472,13511
agora,29809,42939,24030,68728
agoraphobia,30714,62163,36936,18310
agoraphobic,59007,56428,76267,46543
agouti,64230,17243,58549,25425
agr,51741,28268,64430,24642
agra,10821,27435,7777,19005
agranulocytosis,65313,66300,66973,74140
agrarian,18741,50844,40411,25407
agrarians,51618,81268,67806,81223
agre,71348,67455,49993,52420
agreat,25581,22709,32967,18635
agree,1861,5637,4267,5805
agreeable,5736,21236,12471,22574
agreeableness,77413,39651,70853,38360
agreeably,35045,64098,31911,33966
agreement,7249,11217,7893,22382
agrement,59533,77492,41673,29888
agribusiness,17122,12297,41696,23168
agricole,33520,58416,30782,43139
agricultural,11936,22253,6563,8133
agriculturalist,50822,68420,67090,43685
agriculturally,59334,80542,56320,20314
agriculture,6352,23317,7393,10154
agriculturist,70452,49679,57535,63744
agronomic,61939,55043,34907,43713
agronomist,59066,55597,66475,48540
agronomy,37747,33390,47172,37300
aground,16108,32244,6370,28734
agt,59306,48192,63558,44741
agua,17051,23227,4429,12501
aguada,46243,35901,4303,67695
ague,58451,42965,75179,18792
aguinaldo,29498,36398,25985,30846
ah,3592,7266,7793,9123
aha,11655,3449,12851,1787
ahab,22724,54642,45036,45587
ahead,458,2794,1549,8093
ahem,5265,12739,24374,8219
ahi,6418,21959,18518,33733
ahimsa,40097,7466,19996,31328
ahistorical,79654,81542,67107,67624
ahluwalia,24920,72976,52525,48868
ahmadi,57180,80885,31385,66942
ahmed,16818,49243,22934,42954
aho,61417,78444,44786,81644
ahold,26838,17080,43256,20258
ahoy,21396,13250,13682,60519
ahsan,67447,79461,49937,43388
aht,51744,4058,69139,8200
ahu,65673,57986,24544,72291
aid,2977,472,4939,865
aide,6562,16087,14777,7519
aider,69146,25614,62473,10144
aiders,53913,18735,46228,26840
aikido,40920,33722,25864,38024
ail,12909,11225,25950,7674
aileen,28655,51015,43759,46012
aileron,45741,19431,71039,10664
ailment,13508,10236,21833,844
aim,4278,4613,5597,14115
aimee,13344,43667,25746,28434
aimer,70680,58483,34349,49046
aimless,21378,35803,29887,59880
aimlessly,17853,21213,8967,38545
aimlessness,58314,65755,75060,47144
ain,28169,41266,7862,27480
aine,65756,76510,75201,37913
aint,8968,8911,8442,18825
ainu,67842,8411,45268,29357
aioli,6011,58827,29168,16476
air,3399,2221,1843,1791
airbag,45560,25506,28846,5225
airboat,23562,18052,14819,27751
airboats,49394,39556,46835,47069
airborn,53153,62754,62198,37280
airborne,21064,12388,12114,14847
airbrush,32434,8523,21845,1179
airburst,64531,43968,78253,79815
airbus,15831,57745,29547,38743
aircraft,13200,19395,9635,12147
aircrew,60015,24839,60276,21102
airdrop,35059,11048,77229,14250
aire,24534,18170,15435,9399
airedale,63718,637,35423,4279
airedales,68243,9679,67252,28007
airfare,3225,38414,6873,30889
airfares,9968,37064,7555,23981
airfield,21419,17559,9397,40677
airflow,57597,18670,24240,26366
airfoil,63209,42220,78301,63291
airfoils,59145,57833,77707,62267
airframe,52201,69683,40447,36398
airfreight,65390,43919,45458,46086
airglow,46892,27969,50270,72188
airhead,77397,24998,20955,9367
airheads,59674,54581,38176,31265
airily,54265,51606,47769,33087
airiness,66366,81405,67681,65819
airings,19347,73888,31096,53066
airless,63503,60893,57414,4596
airlift,21550,8263,22615,17824
airline,4880,14098,4582,8597
airliner,19589,59472,17408,10712
airlock,26810,41479,62432,34364
airmail,20491,30455,56842,29757
airman,29623,8318,23972,24001
airmanship,68191,58027,69003,59421
airmass,69395,61219,66195,65721
airpark,32058,11540,19282,62508
airplane,6654,7649,6449,8546
airplay,35573,41831,21117,60906
airport,3101,9275,411,14464
airship,27388,53752,44635,57125
airspace,38834,39810,16037,44023
airspeed,53773,31328,66099,21512
airstream,49140,14972,27717,13813
airstrip,17832,13551,7943,18426
airtight,15052,16194,30669,14163
airtime,19077,36829,34243,32686
airwave,22654,17781,13215,15698
airway,17419,9697,7233,21389
airworthiness,60232,33890,59267,45428
airworthy,72868,73407,58246,24455
airy,6470,5940,2906,12210
ais,45669,43403,17279,66721
aisle,1824,6593,9258,1356
aisling,47568,64073,72499,60756
ait,59689,51434,34392,12475
aix,33360,41792,13021,13913
ajar,42491,23268,38860,69407
ajax,22394,20869,17784,8048
ak,12709,5386,6415,33285
aka,2807,1900,3637,14270
akali,37256,36163,64961,71583
akamai,49932,47506,42803,69796
akamatsu,67093,54476,39696,30759
akan,46735,59848,46344,51002
akasha,67306,66047,39029,68656
ake,26302,36935,33018,48593
aked,57590,67950,37124,52414
akela,22802,19708,68341,79835
aker,76932,38585,30019,44386
akey,66193,78315,76100,78878
akimbo,75719,4637,55489,54564
akin,10320,34968,9847,16071
aking,47664,67671,35157,60326
akkadian,66739,48763,76653,53302
ako,28803,31154,32345,49735
akre,74160,71127,71233,75312
akron,9529,10971,12856,39643
aku,29633,20635,33221,40574
al,3223,22692,4153,23159
ala,1396,7888,3137,18883
alabama,7478,10042,1650,24961
alabamians,58792,44989,37688,34344
alabaster,34362,25869,17527,19607
alacrity,53270,31935,62853,42263
aladdin,11499,24447,18546,23776
alai,69842,40285,26668,46643
alain,13233,72139,14593,16885
alameda,19017,13584,1693,35401
alamo,6701,9942,4545,8227
alamos,26831,53242,14622,71316
alan,4719,17310,6631,18698
aland,74559,44992,24334,21718
alane,69767,59801,78119,46243
alani,81344,47514,60295,32928
alanine,70816,32415,60200,8127
alannah,59769,70616,65897,54718
alans,59367,52728,67834,54474
alar,48244,49461,65237,39637
alaric,60082,69229,61232,34690
alarm,6153,4479,7760,7252
alarmingly,52424,45615,27905,48478
alarmism,56499,67090,74109,46480
alarmist,45135,45178,56347,51923
alas,1888,18832,7745,8143
alaska,4036,4139,1374,30902
alaskan,4900,849,5696,8425
alaskans,26376,32735,29621,22930
alastair,12557,56222,34781,62556
alb,42129,48689,50354,54501
alba,10319,17387,5463,1746
albacore,11999,30847,17690,16837
alban,28334,61994,25882,39306
albania,33217,39415,8319,30578
albanian,20106,33547,20364,7348
albany,4843,5605,3022,53139
albas,77042,79534,63629,74736
albatross,20196,6631,6389,45186
albe,69796,77937,67224,53876
albedo,78914,59659,39442,12415
albee,46163,53084,39160,15530
albeit,3142,15696,8079,14508
albergo,34388,41740,21612,76576
albert,3800,17289,6579,52365
alberta,7446,16104,3335,25331
albertina,57787,41473,67934,70464
albertine,48749,73362,57332,62515
alberto,21891,59532,12189,4648
albi,47170,73731,44026,48488
albicans,60030,78091,55400,4644
albin,43890,75851,21515,55928
albinism,79437,67991,75821,64300
albino,40782,6935,28651,10112
albion,23206,17732,14024,41275
albrecht,49035,12860,67121,26972
albright,12552,26194,28930,49714
album,4041,5596,3237,11907
albumen,36895,47188,42634,25062
albumin,41693,51706,60079,3777
albuquerque,6906,16497,3035,23942
albus,39441,48688,51479,19850
alcalde,66239,64717,56279,47932
alcantara,56050,39826,22470,59414
alcazar,41467,60238,15800,25346
alchemic,67716,51410,77590,6987
alchemical,32061,58424,63741,14910
alchemist,34377,71635,57599,22012
alchemy,12685,31496,37629,10285
alcibiades,74535,50186,72376,37254
alco,58173,41717,38260,3150
alcohol,3025,8824,3867,1025
alcoholic,1664,21810,7490,3051
alcoholism,14048,40009,11402,14775
alcove,14762,18353,17264,31230
alcyone,65116,79029,46396,73266
ald,32026,53826,65031,26645
alday,43772,74413,70046,23568
aldea,36417,16011,22912,30487
aldebaran,61667,42359,29234,34133
aldehyde,31369,49681,46186,17614
alden,27673,53536,17990,36501
alder,27817,18905,16207,38325
alderman,18240,33077,17267,57679
aldermanic,17829,52571,76429,70454
alderney,63369,14940,19389,70379
aldine,56265,69473,70504,43500
aldosterone,77438,63094,53680,21700
aldrin,64823,73518,42133,56699
aldus,78799,74618,49600,72546
ale,2158,6971,8954,2427
aleatoric,67488,70512,76676,77496
aleatory,64980,58151,78698,59271
alec,9107,32372,18754,51069
aleck,60428,81250,61673,67191
alee,55887,52832,65369,48495
alef,57185,19701,80810,48098
alehouse,12080,10188,26014,47350
alejandro,19978,37585,23113,16133
alem,78826,35416,55272,46810
alen,80857,63124,41146,23461
aleph,42211,17060,57729,30184
aleppo,38905,32982,26709,7595
alert,6496,1612,5609,6579
alertly,72411,21327,60146,67507
alertness,42970,25453,36306,11624
alethea,47093,42581,80693,61100
aleut,46400,9327,36699,32615
aleutian,24608,13669,11964,41881
aleutians,67692,34154,17002,69813
alewife,22444,53988,48614,76849
alewives,61120,64054,59175,11703
alex,4264,2777,4007,10864
alexander,8783,14292,5747,19379
alexanders,29985,24202,60555,49107
alexandra,10025,12985,2945,22615
alexandria,3806,9423,1678,46788
alexandrian,42028,78267,38074,33243
alexandrina,61589,67273,53701,75531
alexandrine,74689,20853,62850,43315
alexia,11879,62723,42391,19394
alexis,9400,15064,7144,32862
alexius,77816,53279,71887,30305
alf,26687,8120,32139,17020
alfa,20342,33710,19722,6259
alfalfa,17742,14727,39504,1495
alfonsin,74177,77781,79522,62117
alfonso,20120,41078,30954,23121
alfred,5555,34961,9253,35321
alfreda,80310,77738,80522,70668
alfresco,1258,52274,7558,53633
alg,38736,51452,47049,33518
alga,16568,9001,5938,708
algal,48000,33017,19853,17117
algebra,30080,43385,22895,29165
algebraic,38296,49171,46294,28991
algebraically,47094,56096,70280,30253
algebraist,77062,79691,71144,60650
algeria,26646,66766,13312,42193
algerian,23009,62107,26629,14517
algernon,58203,28995,64780,57200
algiers,21310,64361,16123,57629
alginate,48842,71130,42058,2005
algol,53983,74443,58758,26056
algonquian,56558,55592,42702,79904
algonquin,7557,7318,15486,74117
algorithm,24952,41234,18310,15340
algorithmic,68848,73691,39636,8887
algorithmically,79817,78635,66725,55867
algy,77382,50262,81137,72466
alhambra,7887,44205,4977,59352
alia,34191,35415,20530,22898
alias,19689,30337,25472,5501
alibi,5753,21113,16538,36616
alice,2831,3284,2907,34269
alicia,6827,14773,5018,13781
alida,64760,77062,49640,75273
alien,14985,15949,9407,29509
alienable,80085,65968,53761,68410
alienate,28289,34087,32863,26134
alienation,48109,51540,34382,53089
alienist,79821,77178,77591,48855
alif,37725,8321,54412,45879
alight,11945,22251,19383,27551
align,19711,8394,19819,26198
alignment,21083,9153,24057,12993
alii,31626,54640,10172,55826
alike,2583,11206,1865,8848
alima,74508,22763,67153,3152
aliment,27554,33798,55923,11449
alimentary,56055,60349,52648,19738
alimentation,28423,79071,66090,40363
alimony,18776,35604,28113,40530
aline,40727,64234,33982,43567
aliphatic,60828,55122,50862,27369
aliso,45883,25677,4710,39782
alison,4703,23501,7676,15058
alister,47908,40804,21103,28270
alive,1994,3030,2188,26383
aliveness,81056,31343,46680,24402
alix,27854,68665,27746,55732
aliya,50320,49737,68918,66987
aliyah,43504,42560,63793,72534
alkali,44244,41318,16473,2665
alkaline,15800,18747,14108,601
alkalinity,59818,71532,15409,2184
alkaloid,55122,55708,69822,4051
alkane,43397,67583,68270,26740
alkenes,52230,70735,77911,59754
alkyd,59341,78708,41958,4512
alkyl,34736,51966,39423,11904
alkylation,67273,51929,71623,6865
allah,22001,10865,21923,41820
allan,9193,21725,11997,36468
allay,47416,29435,48688,25074
alle,16309,42409,17916,70567
allegation,23770,51435,14413,33428
allege,11225,27778,9637,48578
allegedly,7106,19494,8109,31560
allegheny,30840,6525,12710,76512
allegiance,12566,13539,25202,50606
allegiant,40195,59852,31209,64467
allegorical,42055,48746,49459,23163
allegorically,60430,68253,75038,58934
allegory,34619,53293,33517,7784
allegretto,53768,36799,48150,65032
allegro,21921,13968,15012,39440
allele,49326,56206,50651,13355
allelic,74075,70957,71647,26636
alleluia,44700,63454,35594,67063
allemande,37235,39276,64543,61062
allen,4838,18025,4700,42270
allene,79277,78845,70947,68665
aller,38415,53598,38437,55058
allergen,37601,20245,25321,723
allergenic,32854,25745,40536,490
allergic,15807,5607,18393,534
allergist,43756,42510,42289,10323
allergists,58398,49453,24897,41302
allergy,7457,4179,15614,330
alleviate,13970,5682,19790,2494
alleviation,30332,28564,57170,21482
alley,3992,642,1741,30128
alleyway,27188,26235,8350,39945
allez,41608,48157,55672,63769
allgood,68999,75737,35960,61974
alliance,5899,5771,6779,27125
alliant,51998,52355,62940,52813
allicin,75917,73809,79902,15505
allie,10094,7181,16606,34349
alligator,7874,113,6632,12473
allis,48344,31129,26768,61388
alliteration,56659,47449,30096,22957
alliterative,58575,76395,36751,52201
allium,20897,47324,70540,36113
allo,31175,49800,46305,55459
allocable,29134,68634,72312,54338
allocate,9496,34629,14759,17007
allocation,14391,66202,30309,39100
allocator,70695,68875,66874,22501
allocution,63293,57339,79139,42964
allogeneic,25634,71194,60989,30082
allograft,36909,29552,72670,32993
allopathic,52512,69679,54230,2776
allopurinol,44993,23588,53557,13944
allosaurus,53422,46553,55205,77335
allot,4602,28832,20267,20573
alloted,25949,67438,57214,50286
allotment,5556,24171,18669,56418
allover,50831,1527,16292,35314
allow,926,2141,1713,4030
allowable,14546,46125,31954,22323
allowance,5112,24190,24948,18177
alloy,23839,15336,15541,3244
alls,22580,19661,43452,37631
allspice,37400,30085,38566,45491
allude,20146,48424,45487,21574
allure,8659,9501,1923,3215
allurement,38839,46727,37801,34499
alluringly,68092,67625,55161,48238
allusion,25215,56530,29023,15609
allusive,74275,65791,57060,52722
alluvial,60931,25755,15363,22762
alluvium,55382,39277,39505,33841
ally,9858,8363,9085,9865
allyl,29797,80971,62222,77627
alma,7651,12585,9386,46410
alman,78804,67493,70184,54350
almanac,34872,36976,23531,45748
almas,64668,66904,39985,45849
almighty,15516,11441,20238,16035
almira,32207,66574,66896,52620
almon,73156,81536,42291,75907
almond,2744,3859,5131,295
almost,755,1966,655,2664
alms,7932,13044,14816,65207
almshouse,51684,52750,57264,76610
aln,57082,36991,62607,44119
alo,15788,14736,24265,21027
aloe,40026,4865,10698,19
aloft,11507,5698,16184,47197
aloha,4973,1191,1359,12115
alois,54799,70380,75342,65176
aloma,70201,55050,28327,61394
alone,521,3253,994,1702
aloneness,53052,37535,58573,29828
along,467,514,70,2544
alongside,720,6134,724,13635
alonso,27159,44590,19959,26462
alonzo,24904,24225,36801,65952
aloof,12829,10211,29983,12366
aloofness,56124,33099,78345,48643
alopecia,64070,8230,32591,301
aloud,7421,14259,18302,51012
alouette,58469,23196,38466,21458
alouettes,54215,36021,62036,32634
alow,60886,64892,66051,30341
aloysia,78233,70516,65676,76141
aloysius,28362,16329,66758,50126
alp,23101,14003,17254,24540
alpaca,15211,551,16605,1084
alpen,47314,30579,40391,58142
alpenglow,41360,22864,23233,64024
alpha,6333,1982,8108,2503
alphabet,11156,2570,12210,11840
alphabetic,48266,20509,37782,36527
alphabetical,12830,28230,16932,12545
alphabetically,14870,60556,20537,35741
alphabetize,37652,61714,41181,19352
alphanumeric,50724,26183,54593,21861
alphanumerical,73233,61997,77805,56058
alphanumerics,62968,75278,71750,63034
alpheus,23484,72863,53632,73313
alphonse,48732,61822,73945,64637
alphonso,78825,52797,55299,25470
alpine,6505,5455,2911,6022
alpinism,66742,59404,61903,72264
alpinist,46396,20619,45385,53103
alps,8756,7275,3142,16960
